"","STN002.517.fil.dura.r1","STN002.517.fil.dura.r2","STN004.555.fil.dura.r1","STN004.555.fil.dura.r2","STN012.730.fil.dura.r1","STN012.730.fil.dura.r2","STN014.580.fil.dura.r1","STN014.580.fil.dura.r2","STN014.700.fil.dura.r1","STN014.700.fil.dura.r2","STN014.860.fil.dura.r1","STN014.860.fil.dura.r2","STN078.1040.fil.dura.r1","STN078.1040.fil.dura.r2","STN089.1271.fil.dura.r1","STN089.1271.fil.dura.r2","STN115.730.fil.dura.r1","STN12.3.732.fil.poly.S.r1","STN151.2.600.fil.poly.S.r1","STN151.2.673.fil.poly.S.r1","STN174.620.fil.poly.S.r1","STN181.757.fil.poly.S.r1","STN20.499.fil.dura.r1","STN20.499.fil.dura.r2","STN22.610.fil.dura.r1","STN22.610.fil.dura.r2"
"Seq142",0,0,0.000217092409002099,0.000332656930907155,0.00093782563390066,0.00137673757605365,0.0014739600393056,0.00168813003424492,0.000800640512409928,0.00129486714663076,0.00129109604832388,0.00167607128889882,0.00176186943620178,0.00190372586347566,0.000360344128642854,0.000230160191493279,0.000833993578249447,0.000493339911198816,0.0020359387447995,0.000880312687066446,0.000410818212940774,0,0.00216587251341175,0.00130343109066513,0.00183451417004049,0.00179580977718656
"Seq144",0.00141652846876727,0.00123951182303585,0.000976915840509444,0.00139715910981005,0.00576589093435221,0.00661722254296754,0.00414892455508243,0.00689721699705783,0.00937220364526916,0.00870150722535868,0.00843823488725965,0.00910665400301693,0.00992210682492582,0.00663584443840087,0.00319805414170533,0.00290001841281532,0.00383637045994746,0.00728401868887664,0.00805523590333717,0.00211275044895947,0.00167750770284149,0.000892126979406736,0.00889673786278365,0.00996741422273337,0.00702176113360324,0.0066511473229132
"Seq148",0,0,0.00112164411317751,0.00166328465453578,0.00336922542549496,0.00555136119376471,0.00567747570695491,0.00617373269666715,0.00414449206423963,0.00460972704200549,0.00631714852215613,0,0.00593471810089021,0.00418819689964645,0.00310796810954462,0.00280795433621801,0.00304407656061048,0.00240865956644128,0.00531114455165088,0.0104581147223494,0,0,0.00463163506714205,0.00310523289246693,0.00442813765182186,0.00611905553708015
"Seq153",0.0108139856274185,0.00738939740655988,0.0032925682031985,0.00399188317088587,0.0128864188954498,0.0153661677843407,0,0,0.000847737013139924,0,0.00253608152349334,0.00245823789038494,0,0,0,0,0,0,0,0,0.00030811365970558,0.000631923277079771,0.00036653227150045,0.000153344834195898,0,0
"Seq155",0.000380044223327805,0.0001906941266209,0,0,0.000868357068426537,0.00115468312830306,0.00360301342941369,0.0024116143346356,0.00164837752554985,0.00165742994768737,0.00142942776778715,0.000726297558522822,0.00380192878338279,0.00342670655425619,0.00202693572361605,0.00202540968514086,0.000416996789124724,0.000870599843292028,0.000929450296538904,0.000669037642170499,0.000273878808627182,0,0.0015994135483656,0.00176346559325283,0.0027834008097166,0.00252743598270702
"Seq156",0.000829187396351575,0.00085812356979405,0.000687459295173312,0.000964705099630751,0.00329975686002084,0.00279788604165741,0.00600502238235615,0.0051608546761202,0.00452126407007959,0.00429895892681411,0.00410384101074376,0.00351974970668752,0.0058419881305638,0.00549360892031547,0.00959416242511599,0.00943656785122445,0.00350277302864768,0.00237963957166488,0.00367354164822519,0.00366210077819642,0,0.00100364285183258,0.00349871713704975,0.00356526739505463,0.00645242914979757,0.00645161290322581
"Seq157",0.000829187396351575,0,0,0,0.00684265369920111,0,0.00687848018342614,0.00491969324265663,0.0011303160175199,0.00113948308903507,0,0.0055869042963294,0.00185459940652819,0.00244764753875442,0.00756722670149993,0.00787147854907015,0.00571285601100872,0,0.00938302204124989,0.00475368851015881,0,0,0.00703075538969045,0.00989074180563542,0,0.000465580312603924
"Seq159",0.00276395798783858,0.00271739130434783,0,0.00103123648581218,0.00392497394928795,0.00373051472220989,0.00496779124358554,0.00501615781604206,0.00419158856496962,0.0039363961257575,0.00295107668188316,0.00301692832001788,0.00343100890207715,0.00418819689964645,0.011485969100491,0.00998895231080832,0.00471206371710938,0.00403377927391973,0.00283261042754714,0.002676150568682,0.000924340979116741,0.00130101851163482,0.0032654693279131,0.00299022426682001,0.0072747975708502,0.00671765879614233
"Seq160",0.000414593698175788,0.00047673531655225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125099036737417,0,0.000309816765512968,0,0.000239643957548785,0.000371719574752807,0,0,0,0
"Seq161",0.00148562741846324,0.00176392067124333,0.000651277227006296,0.000997970792721466,0.00395970823202501,0.00404139094906071,0.00343924009171307,0.00212222061447933,0.0033438515518297,0.00409178018335319,0.00368884585235394,0.00435778535113693,0.00565652818991098,0.00500407941256459,0.00689158146029458,0.00994292027250967,0.0039197698177724,0.00356945935749732,0.00717004514472869,0.00577485122715589,0.00116398493666553,0.000483235447178648,0.0061977274999167,0.00682384512171746,0.00430161943319838,0.00172929830395743
"Seq166",0.00196932006633499,0.00176392067124333,0.00126637238584557,0.00156348757526363,0.00482806530045155,0.00515166318781365,0.00616879572005677,0.00299040177494815,0.0055102905854095,0.00631895167555809,0.00451883616913358,0.00586624951114587,0.00361646884272997,0.00435137340223008,0.00761226971758029,0.00805560670226478,0.00412826821233477,0.00365651934182652,0.0044259537930424,0.00250008803126871,0,0.00107798676678314,0.0034653960214588,0.00341192256085873,0.00740131578947368,0.00651812437645494
"Seq167",0.00238391376451078,0.00214530892448513,0.000868369636008394,0.00139715910981005,0.00517540812782216,0.00661722254296754,0.00627797794519052,0.00564317754304732,0.00843027363066924,0.00704407727767131,0.0087148983261862,0.00765405888597128,0.00788204747774481,0.0056567854228991,0.00572046304220531,0.00372859510219112,0.00383637045994746,0.0060361589134914,0.00991413649641498,0.00161977534420226,0.00414241698048614,0.00148687829901123,0.00909666455632935,0.00920069005175388,0.0072747975708502,0.00884602593947456
"Seq169",0.00635710337202874,0.0059115179252479,0.00112164411317751,0.00123083064435648,0.00343869399096909,0.00319758404760847,0.00343924009171307,0.00429267351565138,0.00499222907737955,0.00450613767027503,0.00285885553557431,0,0.00482195845697329,0.0042969812347022,0.00837800099094635,0.00750322224268091,0.00529585922188399,0.00264081952465249,0.00380632026201646,0.00380295080812705,0,0.000743439149505613,0.00236579920695745,0.00218516388729155,0.00740131578947368,0.0066511473229132
"Seq171",0.000794637921503593,0.000715102974828375,0.000108546204501049,0,0.000659951372004168,0.000754985122352001,0,0,0.000800640512409928,0,0.000461105731544243,0,0,0,0,0,0.000667194862599558,0.000464319916422415,0.000265557227582544,0,0.00078740157480315,0.00156122221396179,0.0001999266935457,0,0,0
"Seq180",0.00245301271420674,0,0,0,0.00302188259812435,0.00319758404760847,0.000873457801069986,0.00135050402739594,0.00122450901897989,0.000673330916247993,0.00442661502282473,0.00407844013632046,0.000649109792284866,0.00103345118302964,0.00130624746633035,0.00078254465107715,0.000500396146949669,0.000290199947764009,0.00022129768965212,0,0,0,0.00116623904568325,0.00126509488211616,0.00442813765182186,0.00405719986697705
"Seq185",0.00348949695964621,0.00195461479786423,0.000470366886171214,0.00139715910981005,0.00427231677665856,0.0050184305191633,0.00360301342941369,0.00144696860078136,0.00141289502189987,0.00191640337701352,0.001521648914096,0.0018436784177887,0.00315281899109792,0.00304596138156106,0.0066663663798928,0.00722703001288897,0.00204328426671115,0.00359847935227372,0.00354076303443392,0.00176062537413289,0.000513522766175967,0.000408891532228087,0.0017993402419113,0.00187847421889975,0.00537702429149798,0.00465580312603924
"Seq187",0,0,0,0,0.000208405696422369,0.000222054447750588,0,0,0.000423868506569962,0,0.000414995158389819,0,0,0,0.000405387144723211,0.000414288344687903,0,0,0,0.000563400119722525,0,0,0.0001332844623638,0.000230017251293847,0.000126518218623482,0
"Seq188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000619633531025936,0.000915525194549104,0.00280725778842862,0.00170991004386291,0,0,0,0
"Seq192",0,0,0.000108546204501049,0,0,0,0,0,0.000141289502189987,0.00010358937173046,0,0,0.00556379821958457,0.00571117759042698,0.00157650556281249,0.0019793776468422,0.00454526500145949,0.00101569981717403,0.00447021333097282,0,0.000102704553235193,0.000297375659802245,6.66422311819e-05,0.000345025876940771,0.000885627530364372,0.00066511473229132
"Seq193",0.000172747374239912,9.534706331045e-05,0,0.000166328465453578,0.00069468565474123,0.000710574232801883,0.000327546675401245,0.00101287802054695,0.00131870202043988,0.000932304345574144,0.00096832203624291,0.00128498798815576,0.00166913946587537,0.000870274680446016,0.000405387144723211,0.000414288344687903,0.000833993578249447,0.000667459879857222,0.00088519075860848,0,0.000547757617254365,0.000223031744851684,0.0009329912365466,0.000920069005175388,0.000948886639676113,0.000798137678749584
"Seq195",0.00131288004422333,0.00123951182303585,0.000796005499674361,0.000798376634177173,0.00291767974991316,0.00404139094906071,0.00622338683262365,0.00569140982974003,0.00466255357226958,0.00440254829854457,0.00461105731544243,0.00480473769484329,0.00565652818991098,0.00658145227087299,0.00599072113868745,0.00506352421285215,0.00175138651432384,0.00336631939406251,0.00548818270337258,0.00080988767210113,0.000479287915097569,0.000408891532228087,0.0055313051880977,0.00575043128234618,0.00759109311740891,0.00658463584968407
"Seq197",0.000241846323935876,0,0.000217092409002099,0.000632048168723595,0.00204932268148663,0.001509970244704,0.00283873785347745,0.00130227174070323,0.00249611453868978,0.00233076086393536,0.00193664407248582,0.00201128554667859,0.00324554896142433,0.00342670655425619,0,0,0.000833993578249447,0.000957659827621231,0.00256705319996459,0.00468326349519349,0.000513522766175967,0.000334547617277526,0.00269901036286695,0.00302856047536899,0.00227732793522267,0.00239441303624875
"Seq199",0.000518242122719735,0.00028604118993135,0,0,0.00204932268148663,0.00186525736110494,0.00365760454198057,0.00299040177494815,0.00282579004379975,0.0032630652095095,0.00290496610872873,0.00217889267556847,0.0038946587537092,0.00315474571661681,0.0016665915949732,0.00207144172343951,0.00104249197281181,0.00145099973882005,0.00447021333097282,0.00235923800133808,0,0,0.00209923028222985,0.00218516388729155,0.0044913967611336,0.00365813102760226
"Seq205",0.000483692647871752,0.00085812356979405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174119968658406,0,0.000598612627205183,0.0031496062992126,0.000854955021931455,0,0,0,0.000399068839374792
"Seq207",0.0534134881149807,0.0440026697177727,0.0041971199073739,0.00505638534978876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000616227319411161,0.000817783064456174,0,0,0,0
"Seq210",0.000310945273631841,0,0.000217092409002099,0.000365922623997871,0.00121569989579715,0.00106586134920282,0.000764275575936238,0.00091641344716153,0.00193095652992983,0.0017092246335526,0.0018905334993314,0.00162020224593553,0.0010200296735905,0.00108784335055752,0.000405387144723211,0,0.000833993578249447,0.000696479874633623,0.00300964857926883,0.00264093806119934,0.000855871276959945,0.000185859787376403,0.0020659091666389,0.00184013801035078,0.000885627530364372,0.000798137678749584
"Seq215",0.000760088446655611,0.00085812356979405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123245463882232,0.00252769310831908,0,0,0,0
"Seq217",0.000207296849087894,0,0,0,0,0,0.000436728900534993,0,0,0.000466152172787072,0,0.000335214257779764,0,0,0,0,0.000458696468037196,0.000957659827621231,0.000177038151721696,0,0,0,0.0003332111559095,0.000115008625646924,0,0
"Seq220",0.000414593698175788,0.000524408848207475,0.000398002749837181,0.00029939123781644,0.00118096561306009,0.0012435049074033,0.00163773337700622,0.00202575604109391,0.00207224603211981,0.00165742994768737,0.00161387006040485,0.00150846416000894,0.00185459940652819,0.00141419635572478,0.0019818927075357,0.00290001841281532,0.000792293899336975,0.000986679822397632,0.0011064884482606,0.00257051304623402,0.000342348510783978,0,0.00149945020159275,0.00161012075905693,0.00189777327935223,0.00126371799135351
"Seq221",0,0,0.000253274477169115,0.000365922623997871,0.00166724557137895,0.00159879202380424,0.0014739600393056,0.00178459460763035,0.0022135355343098,0.0022271714922049,0.00165998063355928,0.00212302363260517,0.00129821958456973,0.00146858852325265,0,0,0.00162628747758642,0.00223453959778287,0.00230149597238205,0.00172541286665023,0.00130092434097912,0,0.00256572590050315,0.00237684493003642,0.0010754048582996,0.0014632524110409
"Seq228",0,0,0,0,0.000208405696422369,0.000177643558200471,0,0,0,0,0.000276663438926546,0,0,0,0,0,0,0,0.000309816765512968,0.000211275044895947,0,0,0,0,0,0
"Seq235",0,0,0,0,0,0,0.000436728900534993,0.00024116143346356,0.000188386002919983,0,0.000138331719463273,0.000111738085926588,0,0.00027196083763938,0.00027025809648214,0,0,0.000174119968658406,0.000265557227582544,0.000211275044895947,0,0,0.0003998533870914,0,0,0.000532091785833056
"Seq241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000619633531025936,0,0,0,0,0,0,0
"Seq244",0.00100193477059149,0.00047673531655225,0.000180910340835082,0,0,0.000488519785051295,0,0,0,0,0.000368884585235394,0.00055869042963294,0,0,0.00144137651457142,0.00179524949364758,0,0.000551379900751618,0.000398335841373816,0.000457762597274552,0,0,0.0005331378494552,0.000728387962430516,0.0013917004048583,0
"Seq249",0,0,0,0,0,0,0.000327546675401245,0.000530555153619833,0.000423868506569962,0,0.000368884585235394,0.000335214257779764,0,0.000163176502583628,0,0.00055238445958387,0,0.000145099973882005,0.000132778613791272,0,0.000342348510783978,0,0.00036653227150045,0.000191681042744873,0,0
"Seq253",0,0,0,0,0.000138937130948246,0,0,0,0,0,0,0,0,0,0,0,0,0.000116079979105604,0.000177038151721696,0,0,0,0,0,0,0
"Seq255",0.000621890547263682,0.00085812356979405,0.000398002749837181,0.000432454010179302,0.0018061827023272,0.00230936625660612,0.00152855115187248,0.0027974726281773,0.00240192153722978,0.00212358212047444,0.00179831235302255,0.0018436784177887,0.00380192878338279,0.00500407941256459,0.00409891446331246,0.00400478733198306,0.00158458779867395,0.00124785977538524,0.00283261042754714,0,0.00030811365970558,0,0.0023324780913665,0.0019551466359977,0.00366902834008097,0.00365813102760226
"Seq257",0.000967385295743505,0.00123951182303585,0.00050654895433823,0.000432454010179302,0,0,0.00480401790588492,0.00327979549510442,9.41930014599915e-05,0,0,0.00385496396446729,0.00658382789317507,0.00456894207234158,0.00409891446331246,0.00492542809795618,0.00283557816604812,0.00185727966568966,0.0034965034965035,0.000774675164618472,0,0,0.0028656159408217,0.00398696568909335,0.00632591093117409,0.00545394080478883
"Seq258",0.00148562741846324,0.00128718535469108,0,0,0.00093782563390066,0.000888217791002354,0.00136477781417185,0.00091641344716153,0.00508642207883954,0.00481690578546641,0.000922211463088486,0.000782166601486116,0.000741839762611276,0.00168615719336416,0.0010359893698482,0.00101270484257043,0.000291897752387307,0.00060941989030442,0.00022129768965212,0.00362688827071376,0,0,0.00069974342740995,0.000805060379528465,0.00151821862348178,0.00152976388427004
"Seq260",0,0,0.000361820681670164,0,0,0.00328640582670871,0.00649634239545802,0.00467853180919307,0.00687608910657938,0.00523126327238825,0.00424217273020704,0.00446952343706352,0.00797477744807122,0.00723415828120751,0.00162154857889284,0.00216350580003683,0.00254368041366081,0.00342435938361531,0.00287686996547756,0,0.000547757617254365,0.000817783064456174,0.004664956182733,0,0.00607287449392713,0.00678417026937147
"Seq265",0.00466417910447761,0.00557780320366133,0,0,0.00118096561306009,0,0.00223823561524184,0.00231514976125018,0.0056044835868695,0.0056456207593101,0,0.00608972568299905,0,0.00440576556975796,0.00842304400702671,0.00441907567667096,0.00137608940411159,0.00365651934182652,0.00624059484818979,0.0106693897672453,0.00239643957548785,0,0.00709739762087235,0.00605712095073797,0,0.00399068839374792
"Seq272",0,0,0.000108546204501049,0,0.000347342827370615,0.000488519785051295,0.000327546675401245,0,0.000235482503649979,0.000517946858652302,0,0.000335214257779764,0.000370919881305638,0,0.000360344128642854,0.000322224268090591,0,0.000145099973882005,0.000309816765512968,0.000422550089791894,0,0,0.00049981673386425,0.000498370711136669,0,0
"Seq283",0,0,0,9.97970792721466e-05,0.000590482806530045,0.000399698005951059,0.000327546675401245,0.000578787440312545,0.000565158008759949,0.00113948308903507,0.000414995158389819,0.000223476171853176,0,0.000435137340223008,0.00121616143416963,0.00142699318725833,0.000542095825862141,0.00127687977016164,0.000840931220678056,0,0,0.000111515872425842,0.00029989004031855,0.000230017251293847,0.000316295546558704,0.000399068839374792
"Seq285",0,0,0,0,0.00177144841959014,0,0,0,0.00211934253284981,0,0.00142942776778715,0,0,0,0,0,0,0.00130589976493804,0,0,0,0,0.0013994868548199,0,0,0
"Seq290",0,0,0,0,0,0,0,0,0.000612254509489945,0.000362562801056612,0.000553326877853092,0,0,0,0.00027025809648214,0.000322224268090591,0,0,0,0,0.000136939404313591,0,0.00049981673386425,0.000498370711136669,0.000126518218623482,0
"Seq291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116079979105604,0,0.000176062537413289,0,0,0,0,0,0
"Seq298",0.000103648424543947,0,0,0,0.000277874261896492,0.000488519785051295,0,0.000385858293541697,0.00032967550510997,0,0.000368884585235394,0,0,0,0,0,0.000750594220424503,0.000783539858962825,0,0,0.00030811365970558,0.000483235447178648,0.00056645896504615,0.000728387962430516,0,0
"Seq299",0.000207296849087894,0,0,0,0.000173671413685307,0.000222054447750588,0.000600502238235615,0.000578787440312545,0.000612254509489945,0.000414357486921842,0.000230552865772122,0,0.000370919881305638,0.00054392167527876,0.000405387144723211,0,0,0.00031921994254041,0.00115074798619102,0.00109158773196239,0.000342348510783978,0,0.0009996334677285,0.000920069005175388,0.000316295546558704,0
"Seq305",0.000587341072415699,0.000429061784897025,0,0,0.000382077110107676,0,0,0,0.000141289502189987,0,0,0.000391083300743058,0,0,0.000855817305526778,0,0,0,0.00022129768965212,0,0,0,0.0002665689247276,0,0,0.00066511473229132
"Seq307",0,0,0,0.000133062772362862,0.00093782563390066,0.000754985122352001,0.00212905339010809,0.0012058071673178,0.00136579852116988,0.00124307246076553,0.00124498547516946,0.00111738085926588,0.00185459940652819,0.00195811803100354,0.00013512904824107,0,0.000833993578249447,0.000638439885080821,0.0011064884482606,0.000352125074826578,0.000205409106470387,0.000371719574752807,0.00149945020159275,0.00161012075905693,0.00208755060728745,0.00179580977718656
"Seq308",0,0.000238367658276125,0,0.000133062772362862,0.000104202848211184,0.000532930674601412,0.000764275575936238,0.000627019727005257,0.000518061508029953,0.000466152172787072,0.000230552865772122,0.000391083300743058,0.000834569732937685,0.00168615719336416,0.000810774289446421,0.0011508009574664,0,0.000203139963434807,0.000708152606886784,0.00415507588295363,0,0,0.0003998533870914,0.000651715545332567,0.000759109311740891,0.000864649151978716
"Seq314",0,0,0,0,0.000173671413685307,0.000222054447750588,0,0,9.41930014599915e-05,0.000310768115191381,0,0,0,0.000598313842806636,0.000225215080401784,0,0,5.80399895528019e-05,0.000486854917234664,0.000774675164618472,0.000239643957548785,0,0.00036653227150045,0.000575043128234618,0,0
"Seq323",0,0,0,0,0.000104202848211184,0,0,0,0,0,0,0,0,0.000163176502583628,0.000225215080401784,0.000138096114895968,0.00016679871564989,5.80399895528019e-05,0,0,0,0,0.00029989004031855,0.000153344834195898,0.000316295546558704,0
"Seq326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265557227582544,0.000281700059861263,0,0,0,0,0,0
"Seq350",0,0,0,0,0.00368183397012852,0.00204290091930541,0.00174691560213997,0.00188105918101577,0.00188386002919983,0,0.00368884585235394,0.00111738085926588,0.00250370919881306,0.00163176502583628,0.00292779604522319,0.00368256306389247,0.00150118844084901,0.00121883978060884,0.00132778613791272,0,0.00133515919205751,0,0.0011995601612742,0.00149511213341001,0.00316295546558704,0.00252743598270702
"Seq355",0.00114013266998342,0.00147787948131198,0.000144728272668066,0.000199594158544293,0.00125043417853421,0.00137673757605365,0.00201987116497434,0.00192929146770848,0.00178966702773984,0.00207178743460921,0.001521648914096,0.000614559472596234,0.00315281899109792,0.00310035354908893,0.00162154857889284,0.00331430675750322,0.000542095825862141,0.00116079979105604,0.00137204567584314,0,0,0,0.0010662756989104,0.00145677592486103,0.00322621457489879,0.00252743598270702
"Seq356",0.00749723604201216,0.00624523264683448,0.0030754757941964,0.00395861747779515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354076303443392,0.000281700059861263,0,0.000297375659802245,0,0,0,0
