Station,ART_NUMBER,Bottle,Date,Salinity,Sal11,Oxygen,PrDM,Depth,Temperature,C0mS/cm,T190C,C1mS/cm,Sbeox0ML/L,Sbeox1ML/L,FlECO-AFL,CStarTr0,Par,Latitude,Longitude,TimeJ,AltM,Spar
STN002,ART2025,1,Jan 15 2022,34.66,34.66,7.84,522.82,516.81,0.93,29.82,0.93,29.82,4.52,4.72,0.37,99.35,0,-72.2,-117.69,15.55,4.32,834.45
STN002,ART2026,2,Jan 15 2022,34.66,34.66,7.84,523.01,516.99,0.93,29.82,0.93,29.82,4.52,4.71,0.02,99.28,0,-72.2,-117.69,15.55,4.13,929.32
STN002,ART2027,3,Jan 15 2022,34.66,34.66,7.84,505.44,499.65,0.93,29.81,0.93,29.81,4.51,4.71,0.02,99.31,0,-72.2,-117.69,15.55,21.93,1440.4
STN002,ART2028,4,Jan 15 2022,34.66,34.66,7.84,505.53,499.73,0.93,29.81,0.93,29.81,4.52,4.71,0.03,99.22,0,-72.2,-117.69,15.55,21.75,1451
STN002,ART2029,5,Jan 15 2022,34.66,34.66,7.84,472.5,467.12,0.92,29.79,0.92,29.79,4.52,4.71,0.02,99.33,0,-72.2,-117.69,15.56,55.02,1483.3
STN002,ART2030,6,Jan 15 2022,34.66,34.66,7.84,472.69,467.31,0.92,29.79,0.92,29.79,4.52,4.7,0.02,99.31,0,-72.2,-117.69,15.56,55.1,1489.7
STN002,ART2031,7,Jan 15 2022,34.3,34.29,8.15,404.23,399.7,-0.45,28.31,-0.48,28.28,5.08,5.33,0.08,99.31,0,-72.2,-117.69,15.56,99.85,1507.7
STN002,ART2032,8,Jan 15 2022,34.29,34.29,8.15,404.24,399.71,-0.48,28.28,-0.48,28.28,5.1,5.32,0.07,99.34,0,-72.2,-117.69,15.56,99.85,1507.3
STN002,ART2033,9,Jan 15 2022,34.13,34.13,8.44,303.02,299.7,-1.73,27.07,-1.74,27.06,6.47,6.76,0.06,99.44,0,-72.2,-117.69,15.56,99.85,1524.2
STN002,ART2034,10,Jan 15 2022,34.13,34.12,8.44,303.14,299.82,-1.74,27.06,-1.75,27.06,6.48,6.76,0.03,99.41,0,-72.2,-117.69,15.56,99.85,1520.2
STN002,ART2035,11,Jan 15 2022,34.11,34.11,8.44,202.11,199.94,-1.75,27,-1.75,27,6.58,6.87,0.55,99.01,0,-72.2,-117.69,15.56,99.82,1583.9
STN002,ART2036,12,Jan 15 2022,34.11,34.11,8.44,202.2,200.03,-1.75,27,-1.75,27,6.59,6.88,0.37,98.75,0,-72.2,-117.69,15.56,99.85,1584
STN002,ART2037,13,Jan 15 2022,34.09,34.09,8.45,121.04,119.77,-1.78,26.93,-1.78,26.93,6.7,6.99,3.5,94.24,0,-72.2,-117.69,15.57,99.81,1443.4
STN002,ART2038,14,Jan 15 2022,34.09,34.09,8.45,121.05,119.78,-1.79,26.92,-1.79,26.92,6.54,6.82,4.57,92.51,0,-72.2,-117.69,15.57,99.79,1524.6
STN002,ART2039,15,Jan 15 2022,34.04,34.01,8.44,81.1,80.25,-1.71,26.92,-1.71,26.91,6.76,7.1,8.08,87.75,0,-72.2,-117.69,15.57,99.54,1038.8
STN002,ART2040,16,Jan 15 2022,34.02,34.01,8.44,81.17,80.32,-1.7,26.92,-1.7,26.92,6.88,7.17,9.06,88.87,0,-72.2,-117.69,15.57,99.55,966.6
STN002,ART2041,17,Jan 15 2022,33.93,33.91,8.35,60.69,60.06,-1.29,27.19,-1.26,27.2,7.9,8.3,8.9,89.15,0,-72.2,-117.69,15.57,99.58,977.64
STN002,ART2042,18,Jan 15 2022,33.92,33.91,8.35,60.72,60.09,-1.27,27.19,-1.26,27.2,8.02,8.39,7.04,89.99,0,-72.2,-117.69,15.57,78.4,1029.8
STN002,ART2043,19,Jan 15 2022,33.61,33.61,8.28,40.51,40.09,-0.89,27.27,-0.89,27.28,8.96,9.38,18.68,77.76,0,-72.2,-117.69,15.57,99.89,1584.5
STN002,ART2044,20,Jan 15 2022,33.62,33.61,8.28,40.41,39.99,-0.89,27.28,-0.89,27.28,8.93,9.36,20.25,76.61,0.01,-72.2,-117.69,15.57,90.46,1580.3
STN002,ART2045,21,Jan 15 2022,33.49,33.48,8.23,19.81,19.6,-0.61,27.4,-0.6,27.41,9.35,9.8,24.95,74.81,1.93,-72.2,-117.69,15.57,99.97,1560.3
STN002,ART2046,22,Jan 15 2022,33.48,33.48,8.22,20.07,19.86,-0.6,27.41,-0.6,27.41,9.36,9.82,23.61,73.11,1.87,-72.2,-117.69,15.57,99.97,1555.2
STN002,ART2047,23,Jan 15 2022,33.47,33.47,8.22,1.36,1.35,-0.55,27.43,-0.55,27.43,9.37,8.81,10.74,74.78,654.25,-72.2,-117.69,15.57,91.22,1564.5
STN002,ART2048,24,Jan 15 2022,33.47,33.47,8.21,1.39,1.38,-0.55,27.44,-0.55,27.43,9.38,8.8,9.99,74,651.63,-72.2,-117.69,15.57,99.41,1573.7
STN004,ART2049,1,Jan 16 2022,34.58,34.58,7.91,561.86,555.32,0.59,29.48,0.59,29.48,4.56,4.79,0,98.97,0,-73.14,-113.95,16.85,8.62,546.31
STN004,ART2050,2,Jan 16 2022,34.58,34.58,7.91,561.54,555,0.58,29.48,0.58,29.47,4.56,4.8,0.01,99.01,0,-73.14,-113.95,16.85,8.91,549.95
STN004,ART2051,3,Jan 16 2022,34.58,34.58,7.91,551.3,544.9,0.58,29.47,0.58,29.47,4.56,4.79,0,98.97,0,-73.14,-113.95,16.85,19.38,619.02
STN004,ART2052,4,Jan 16 2022,34.58,34.58,7.91,551.31,544.91,0.58,29.47,0.58,29.47,4.56,4.79,0.01,98.98,0,-73.14,-113.95,16.85,19.23,619.31
STN004,ART2053,5,Jan 16 2022,34.53,34.53,7.95,530.85,524.71,0.39,29.26,0.4,29.26,4.65,4.89,0.01,99.27,0,-73.14,-113.95,16.85,40.26,744.23
STN004,ART2054,6,Jan 16 2022,34.53,34.52,7.96,530.66,524.52,0.39,29.26,0.39,29.26,4.65,4.9,0,99.28,0,-73.14,-113.95,16.85,40.18,743.8
STN004,ART2055,7,Jan 16 2022,34.4,34.39,8.05,480.13,474.63,-0.03,28.78,-0.02,28.78,4.85,5.09,0.01,99.27,0,-73.14,-113.95,16.85,91.84,652.12
STN004,ART2056,8,Jan 16 2022,34.39,34.39,8.05,479.96,474.47,-0.03,28.77,-0.02,28.78,4.84,5.09,-0.01,99.3,0,-73.14,-113.95,16.85,52.24,649.82
STN004,ART2057,9,Jan 16 2022,34.17,34.17,8.42,404.66,400.1,-1.67,27.2,-1.71,27.16,6.45,6.88,0,99.43,0,-73.14,-113.95,16.86,14.25,668.96
STN004,ART2058,10,Jan 16 2022,34.17,34.17,8.43,404.06,399.5,-1.69,27.18,-1.71,27.16,6.51,6.9,0,99.46,0,-73.14,-113.95,16.86,24.78,677.88
STN004,ART2059,11,Jan 16 2022,34.13,34.13,8.45,303.25,299.91,-1.8,27.02,-1.8,27.02,6.58,6.94,0.02,99.29,0,-73.14,-113.95,16.86,24.56,699.25
STN004,ART2060,12,Jan 16 2022,34.13,34.13,8.45,302.88,299.54,-1.8,27.02,-1.8,27.02,6.58,6.94,0.01,99.41,0,-73.14,-113.95,16.86,45.05,693.93
STN004,ART2061,13,Jan 16 2022,34.07,34.07,8.39,202.13,199.95,-1.52,27.16,-1.52,27.16,6.51,6.87,0.17,98.84,0,-73.14,-113.95,16.86,14.27,559.26
STN004,ART2062,14,Jan 16 2022,34.07,34.06,8.39,202.26,200.08,-1.51,27.17,-1.49,27.18,6.5,6.86,0.38,98.55,0,-73.14,-113.95,16.86,14.22,560.17
STN004,ART2063,15,Jan 16 2022,34.01,34.01,8.39,151.76,150.14,-1.49,27.12,-1.49,27.12,6.54,6.91,0.22,98.3,0,-73.14,-113.95,16.86,28.18,678.03
STN004,ART2064,16,Jan 16 2022,34.01,34.01,8.39,152.16,150.53,-1.49,27.12,-1.48,27.12,6.55,6.91,0.23,98.25,0,-73.14,-113.95,16.86,60.02,682.35
STN004,ART2065,17,Jan 16 2022,33.95,33.95,8.38,101.33,100.26,-1.42,27.11,-1.42,27.11,6.51,6.88,0.99,96.36,0,-73.14,-113.95,16.86,14.26,831.83
STN004,ART2066,18,Jan 16 2022,33.95,33.95,8.38,101.22,100.15,-1.42,27.11,-1.42,27.11,6.56,6.91,1.21,96.75,0,-73.14,-113.95,16.86,17.43,834.49
STN004,ART2067,19,Jan 16 2022,33.89,33.89,8.25,63.62,62.95,-0.8,27.56,-0.88,27.5,7.83,8.24,14.11,82.87,0,-73.14,-113.95,16.86,41.63,811.22
STN004,ART2068,20,Jan 16 2022,33.9,33.9,8.25,63.49,62.83,-0.83,27.55,-0.88,27.5,7.83,8.18,13.07,81.85,0,-73.14,-113.95,16.86,14.25,809.88
STN004,ART2069,21,Jan 16 2022,33.88,33.88,8.16,30.08,29.77,-0.42,27.86,-0.41,27.86,8.63,9.14,24.09,73.55,0.26,-73.14,-113.95,16.87,83.62,729.87
STN004,ART2070,22,Jan 16 2022,33.88,33.88,8.16,30.09,29.78,-0.42,27.86,-0.41,27.86,8.64,9.15,23.63,73.05,0.26,-73.14,-113.95,16.87,79.04,730.19
STN004,ART2071,23,Jan 16 2022,33.88,33.88,8.16,4.13,4.09,-0.41,27.86,-0.4,27.86,8.66,8.49,19.05,72.9,197.08,-73.14,-113.95,16.87,61.38,780.82
STN004,ART2072,24,Jan 16 2022,33.88,33.88,8.16,4.67,4.62,-0.41,27.86,-0.41,27.86,8.66,8.51,19.59,73.11,158.46,-73.14,-113.95,16.87,72.05,780.31
STN012,ART2073,1,Jan 18 2022,34.57,34.57,7.92,738.48,729.55,0.57,29.54,0.57,29.54,4.55,4.81,0.01,98.8,0,-73.8,-112.67,18.26,4.09,44.29
STN012,ART2074,2,Jan 18 2022,34.57,34.57,7.92,738.58,729.65,0.57,29.54,0.57,29.54,4.55,4.81,0,98.82,0,-73.8,-112.67,18.26,4.01,44.32
STN012,ART2075,3,Jan 18 2022,34.57,34.57,7.92,723.77,715.04,0.57,29.53,0.57,29.53,4.55,4.81,0.01,98.73,0,-73.8,-112.67,18.26,18.32,42.45
STN012,ART2076,4,Jan 18 2022,34.57,34.57,7.92,723.78,715.06,0.57,29.53,0.57,29.53,4.56,4.81,0.01,98.81,0,-73.8,-112.67,18.26,18.47,42.02
STN012,ART2077,5,Jan 18 2022,34.56,34.56,7.92,683.11,674.94,0.53,29.47,0.54,29.48,4.57,4.84,0.01,98.87,0,-73.8,-112.67,18.26,59.1,42.45
STN012,ART2078,6,Jan 18 2022,34.56,34.56,7.92,683.09,674.92,0.53,29.47,0.53,29.47,4.58,4.85,0.01,98.89,0,-73.8,-112.67,18.26,59.34,42.63
STN012,ART2079,7,Jan 18 2022,34.36,34.35,8.06,505.88,500.04,-0.08,28.71,-0.09,28.7,4.85,5.14,0.04,98.87,0,-73.8,-112.67,18.27,14.1,38.28
STN012,ART2080,8,Jan 18 2022,34.35,34.34,8.07,506.03,500.19,-0.1,28.69,-0.1,28.68,4.85,5.14,0.05,98.86,0,-73.8,-112.67,18.27,14.06,37.92
STN012,ART2081,9,Jan 18 2022,34.15,34.15,8.44,404.53,399.96,-1.76,27.12,-1.77,27.11,6.57,6.97,0.01,99.31,0,-73.8,-112.67,18.27,99.85,41.3
STN012,ART2082,10,Jan 18 2022,34.15,34.15,8.45,404.76,400.19,-1.78,27.1,-1.79,27.09,6.58,6.98,0.01,99.3,0,-73.8,-112.67,18.27,99.85,41.23
STN012,ART2083,11,Jan 18 2022,34.12,34.11,8.45,303.71,300.35,-1.79,27.02,-1.79,27.02,6.68,7.07,0.07,99.05,0,-73.8,-112.67,18.27,99.85,39.11
STN012,ART2084,12,Jan 18 2022,34.11,34.11,8.45,303.48,300.12,-1.79,27.02,-1.78,27.02,6.69,7.09,0.07,98.97,0,-73.8,-112.67,18.27,74.61,39.43
STN012,ART2085,13,Jan 18 2022,34.04,34.04,8.38,202.11,199.93,-1.45,27.2,-1.45,27.2,6.34,6.72,0.2,98.37,0,-73.8,-112.67,18.28,14.28,40.33
STN012,ART2086,14,Jan 18 2022,34.05,34.04,8.37,202.15,199.96,-1.39,27.25,-1.37,27.26,6.09,6.47,0.15,98.43,0,-73.8,-112.67,18.28,14.23,39.97
STN012,ART2087,15,Jan 18 2022,33.95,33.95,8.36,126.12,124.78,-1.35,27.18,-1.37,27.16,6.34,6.73,0.97,97.04,0,-73.8,-112.67,18.28,14.2,39.14
STN012,ART2088,16,Jan 18 2022,33.95,33.95,8.36,126.18,124.84,-1.35,27.18,-1.35,27.18,6.25,6.65,0.77,97.27,0,-73.8,-112.67,18.28,35.02,39.11
STN012,ART2089,17,Jan 18 2022,33.88,33.87,8.26,70.95,70.2,-0.89,27.48,-0.89,27.48,7.69,8.16,11.7,80.11,0,-73.8,-112.67,18.28,14.23,41.09
STN012,ART2090,18,Jan 18 2022,33.88,33.87,8.27,70.87,70.13,-0.89,27.48,-0.89,27.48,7.67,8.15,12.8,81.06,0,-73.8,-112.67,18.28,14.23,41.23
STN012,ART2091,19,Jan 18 2022,33.86,33.86,8.24,50.93,50.4,-0.78,27.55,-0.78,27.55,7.93,8.54,16.78,74.11,0,-73.8,-112.67,18.28,33.28,40.83
STN012,ART2092,20,Jan 18 2022,33.84,33.85,8.24,51.07,50.53,-0.76,27.56,-0.77,27.55,8.15,8.65,20.55,75.28,0,-73.8,-112.67,18.28,79.58,40.87
STN012,ART2093,21,Jan 18 2022,33.81,33.81,8.21,30.07,29.75,-0.6,27.65,-0.62,27.64,8.62,9.2,27.04,70.2,0,-73.8,-112.67,18.28,27.97,37.96
STN012,ART2094,22,Jan 18 2022,33.81,33.81,8.21,29.99,29.67,-0.64,27.62,-0.59,27.66,8.76,9.35,28.5,69.23,0,-73.8,-112.67,18.28,14.37,37.67
STN012,ART2095,23,Jan 18 2022,33.8,33.8,8.2,3.15,3.12,-0.57,27.66,-0.57,27.66,8.85,8.26,28.97,67.08,5.88,-73.8,-112.67,18.28,93.1,37.49
STN012,ART2096,24,Jan 18 2022,33.8,33.8,8.2,2.94,2.91,-0.57,27.66,-0.57,27.66,8.85,8.23,28.74,67.16,6.09,-73.8,-112.67,18.28,75.1,37.49
STN014,ART2097,1,Jan 20 2022,34.53,34.53,7.95,871.03,860.2,0.43,29.44,0.44,29.44,4.61,4.86,0.01,97.88,0,-74.23,-112.08,20.29,4.1,136.14
STN014,ART2098,2,Jan 20 2022,34.53,34.53,7.95,871.06,860.23,0.43,29.44,0.44,29.44,4.61,4.86,0.01,97.88,0,-74.23,-112.08,20.29,4.14,136.21
STN014,ART2099,3,Jan 20 2022,34.53,34.53,7.95,809.95,800,0.43,29.42,0.44,29.42,4.62,4.87,0.01,97.91,0,-74.23,-112.08,20.29,66.13,137.75
STN014,ART2100,4,Jan 20 2022,34.53,34.53,7.95,809.95,800,0.43,29.42,0.44,29.42,4.61,4.88,0.01,97.93,0,-74.23,-112.08,20.29,66.35,137.68
STN014,ART2101,5,Jan 20 2022,34.52,34.52,7.95,708.49,699.96,0.42,29.36,0.42,29.35,4.63,4.9,0.01,98.01,0,-74.23,-112.08,20.3,72.49,122.32
STN014,ART2102,6,Jan 20 2022,34.52,34.52,7.95,708.54,700.01,0.42,29.35,0.42,29.35,4.64,4.9,0,98.01,0,-74.23,-112.08,20.3,99.86,122.07
STN014,ART2103,7,Jan 20 2022,34.4,34.4,8.01,587.11,580.21,0.14,28.97,0.14,28.97,4.7,4.97,0.01,97.96,0,-74.23,-112.08,20.3,99.85,116.6
STN014,ART2104,8,Jan 20 2022,34.4,34.4,8.01,587.14,580.24,0.14,28.97,0.14,28.97,4.7,4.97,0.01,97.95,0,-74.23,-112.08,20.3,99.86,116.64
STN014,ART2105,9,Jan 20 2022,34.37,34.36,8.04,465.56,460.23,0.04,28.8,0.01,28.77,4.74,5.01,0.02,97.93,0,-74.23,-112.08,20.3,99.85,113.87
STN014,ART2106,10,Jan 20 2022,34.37,34.36,8.04,465.58,460.24,0.04,28.8,0.01,28.77,4.74,5.03,0.02,97.91,0,-74.23,-112.08,20.3,99.86,113.69
STN014,ART2107,11,Jan 20 2022,34.22,34.21,8.24,364.1,360.01,-0.85,27.9,-0.88,27.87,5.64,5.96,0,98.11,0,-74.23,-112.08,20.3,31.95,111.89
STN014,ART2108,12,Jan 20 2022,34.22,34.2,8.24,364.13,360.04,-0.86,27.89,-0.92,27.83,5.73,6.06,0,98.12,0,-74.23,-112.08,20.3,99.85,111.63
STN014,ART2109,13,Jan 20 2022,34.05,34.05,8.37,303.32,299.96,-1.42,27.27,-1.42,27.27,6.18,6.56,0.04,97.94,0,-74.23,-112.08,20.31,73.78,109.62
STN014,ART2110,14,Jan 20 2022,34.05,34.05,8.37,303.32,299.96,-1.42,27.28,-1.42,27.27,6.18,6.55,0.03,97.91,0,-74.23,-112.08,20.31,99.86,109.48
STN014,ART2111,15,Jan 20 2022,34,33.99,8.38,202.25,200.06,-1.44,27.17,-1.44,27.17,6.19,6.56,0.27,97.25,0,-74.23,-112.08,20.31,99.86,106.82
STN014,ART2112,16,Jan 20 2022,34,33.99,8.38,202.28,200.09,-1.44,27.17,-1.44,27.17,6.19,6.57,0.25,97.31,0,-74.23,-112.08,20.31,99.86,106.71
STN014,ART2113,17,Jan 20 2022,33.94,33.93,8.38,131.5,130.1,-1.44,27.11,-1.43,27.1,6.42,6.83,1.88,95.01,0,-74.23,-112.08,20.31,95.89,104.84
STN014,ART2114,18,Jan 20 2022,33.94,33.94,8.38,131.5,130.1,-1.44,27.11,-1.43,27.1,6.41,6.86,2.15,95,0,-74.23,-112.08,20.31,99.85,104.66
STN014,ART2115,19,Jan 20 2022,33.85,33.84,8.34,80.59,79.74,-1.21,27.2,-1.2,27.2,7.14,7.62,10.35,83.16,0,-74.23,-112.08,20.31,14.1,102.9
STN014,ART2116,20,Jan 20 2022,33.84,33.84,8.32,80.64,79.79,-1.14,27.25,-1.15,27.25,7.38,7.91,12.07,84.96,0,-74.23,-112.08,20.31,29.9,102.79
STN014,ART2117,21,Jan 20 2022,33.84,33.83,8.32,40.59,40.16,-1.13,27.24,-1.13,27.24,7.52,7.98,15.54,80.2,0,-74.23,-112.08,20.31,50.72,102.21
STN014,ART2118,22,Jan 20 2022,33.84,33.83,8.32,40.59,40.17,-1.13,27.24,-1.13,27.24,7.53,7.99,14.09,79.88,0,-74.23,-112.08,20.31,14.09,101.85
STN014,ART2119,23,Jan 20 2022,33.82,33.82,8.32,0.92,0.91,-1.12,27.22,-1.12,27.22,7.76,7.1,10.22,81.78,148.61,-74.23,-112.08,20.31,78.54,100.95
STN014,ART2120,24,Jan 20 2022,33.82,33.82,8.32,0.2,0.2,-1.12,27.22,-1.12,27.22,7.77,7.12,10.31,80.94,151.05,-74.23,-112.08,20.31,53.58,100.99
STN20,ART2121,1,Jan 22 2022,34.44,34.43,8.02,505.13,499.3,0.13,28.95,0.13,28.95,4.8,5.07,0.01,96.95,0,-74.15,-111.9,22,12.04,1643
STN20,ART2122,2,Jan 22 2022,34.44,34.43,8.02,505.15,499.31,0.13,28.95,0.13,28.95,4.8,5.08,0.01,96.9,0,-74.15,-111.9,22,3.67,1661.5
STN20,ART2123,3,Jan 22 2022,34.43,34.43,8.02,485.43,479.85,0.11,28.92,0.11,28.92,4.81,5.08,0.01,96.93,0,-74.15,-111.9,22,24.02,1742.9
STN20,ART2124,4,Jan 22 2022,34.43,34.43,8.02,485.44,479.86,0.11,28.92,0.11,28.92,4.81,5.08,0.01,96.94,0,-74.15,-111.9,22,24.01,1743.6
STN20,ART2125,5,Jan 22 2022,34.38,34.38,8.03,429.47,424.59,0.06,28.82,0.07,28.82,4.78,5.04,0.02,97.01,0,-74.15,-111.9,22.01,80.14,1729.5
STN20,ART2126,6,Jan 22 2022,34.39,34.38,8.03,429.5,424.62,0.06,28.82,0.06,28.82,4.77,5.04,0.01,97.03,0,-74.15,-111.9,22.01,80.14,1731.1
STN20,ART2127,7,Jan 22 2022,34.3,34.28,8.13,379.4,375.13,-0.38,28.36,-0.45,28.28,5.13,5.38,0.03,97.01,0,-74.15,-111.9,22.01,14,1694.7
STN20,ART2128,8,Jan 22 2022,34.29,34.29,8.12,379.42,375.14,-0.35,28.38,-0.31,28.41,5.14,5.49,0.03,97.02,0,-74.15,-111.9,22.01,14.04,1706.7
STN20,ART2129,9,Jan 22 2022,34.13,34.13,8.33,303.45,300.09,-1.25,27.47,-1.25,27.48,6.17,6.53,0,97.32,0,-74.15,-111.9,22.01,14.13,1726.6
STN20,ART2130,10,Jan 22 2022,34.13,34.13,8.33,303.48,300.12,-1.25,27.48,-1.25,27.48,6.17,6.52,0.01,96.83,0,-74.15,-111.9,22.01,14.12,1726.1
STN20,ART2131,11,Jan 22 2022,34.03,34.04,8.38,227.19,224.71,-1.43,27.22,-1.43,27.22,6.22,6.57,0.1,96.91,0,-74.15,-111.9,22.01,78.75,1721.9
STN20,ART2132,12,Jan 22 2022,33.99,33.99,8.4,176.77,174.86,-1.52,27.09,-1.52,27.09,6.42,6.79,0.27,96.87,0,-74.15,-111.9,22.01,85.76,1694.8
STN20,ART2133,13,Jan 22 2022,33.99,33.99,8.4,176.78,174.87,-1.53,27.08,-1.53,27.08,6.37,6.74,0.17,96.63,0,-74.15,-111.9,22.01,78.74,1699.7
STN20,ART2134,14,Jan 22 2022,33.99,33.99,8.4,176.79,174.88,-1.53,27.08,-1.53,27.08,6.39,6.76,0.38,96.84,0,-74.15,-111.9,22.01,90.54,1699.3
STN20,ART2135,15,Jan 22 2022,33.92,33.91,8.37,126.51,125.17,-1.36,27.16,-1.31,27.19,7.18,7.87,13.05,86.2,0,-74.15,-111.9,22.02,84.26,1713.9
STN20,ART2136,16,Jan 22 2022,33.91,33.9,8.36,126.52,125.17,-1.33,27.17,-1.28,27.2,7.22,7.79,12.36,87.16,0,-74.15,-111.9,22.02,57.58,1714
STN20,ART2137,17,Jan 22 2022,33.86,33.85,8.35,101.34,100.26,-1.25,27.18,-1.25,27.18,6.96,7.38,11.64,84.44,0,-74.15,-111.9,22.02,14.18,1712.6
STN20,ART2138,18,Jan 22 2022,33.86,33.86,8.35,101.36,100.29,-1.25,27.18,-1.25,27.18,6.96,7.38,10.24,85.26,0,-74.15,-111.9,22.02,14.19,1712.8
STN20,ART2139,19,Jan 22 2022,33.85,33.85,8.36,75.45,74.66,-1.33,27.1,-1.33,27.1,6.64,7.02,5.54,90.15,0,-74.15,-111.9,22.02,56.05,1711.5
STN20,ART2140,20,Jan 22 2022,33.85,33.85,8.36,75.45,74.65,-1.33,27.1,-1.33,27.1,6.61,7,4.94,89.41,0,-74.15,-111.9,22.02,99.59,1710.6
STN20,ART2141,21,Jan 22 2022,33.81,33.8,8.33,25.19,24.93,-1.19,27.16,-1.18,27.16,7.55,8.03,14.11,79.91,2.35,-74.15,-111.9,22.02,14.16,1697.7
STN20,ART2142,22,Jan 22 2022,33.8,33.8,8.33,25.19,24.93,-1.18,27.17,-1.18,27.17,7.57,8.03,12.84,80.24,2.36,-74.15,-111.9,22.02,14.13,1701.4
STN20,ART2143,23,Jan 22 2022,33.8,33.8,8.33,1.25,1.23,-1.17,27.16,-1.17,27.16,7.72,7.12,7.03,78.6,4515.6,-74.15,-111.9,22.02,58.09,1700.6
STN20,ART2144,24,Jan 22 2022,33.8,33.8,8.33,1.24,1.23,-1.17,27.16,-1.17,27.16,7.71,7.11,6.77,78.67,4542.1,-74.15,-111.9,22.02,81.95,1700.6
STN22,ART2145,1,Jan 23 2022,34.38,34.38,8.02,617.19,609.9,0.1,28.93,0.1,28.93,4.73,4.99,-0.01,95.76,0,-74.18,-113.34,23.1,99.79,501.99
STN22,ART2146,2,Jan 23 2022,34.38,34.38,8.03,617.23,609.94,0.1,28.93,0.1,28.93,4.73,4.99,0,95.75,0,-74.18,-113.34,23.1,14.13,534.69
